name	pubmedid	pubmedcid	link
TriNet	36960450	PMC10028424	fulltexts/PMC10028424.xml
ViroProfiler	36998174	PMC10072060	fulltexts/PMC10072060.xml
StarmapVis	36874160	PMC9976191	fulltexts/PMC9976191.xml
SMITH	36825830	PMC10010604	fulltexts/PMC10010604.xml
DeepAction	36792716	PMC9932075	fulltexts/PMC9932075.xml
ScreenDB	36802528	PMC10018448	fulltexts/PMC10018448.xml
CanICU	36765528	PMC9913129	fulltexts/PMC9913129.xml
COVID-19 MvsS	36801619	PMC9934388	fulltexts/PMC9934388.xml
PriPath	36823571	PMC9947447	fulltexts/PMC9947447.xml
SSM	36811007	PMC9939022	fulltexts/PMC9939022.xml
CycPeptMPDB	36930969	PMC10091415	fulltexts/PMC10091415.xml
CarveMe	30192979	PMC6125623	fulltexts/PMC6125623.xml
MASON	36750372	PMC10158992	fulltexts/PMC10158992.xml
imedigan	36814939	PMC9940031	fulltexts/PMC9940031.xml
Phylostems	36936370	PMC10017117	fulltexts/PMC10017117.xml
vaRHC	36916756	PMC10032633	fulltexts/PMC10032633.xml
coda4microbiome	36879227	PMC9990256	fulltexts/PMC9990256.xml
multiWGCNA	36964502	PMC10039544	fulltexts/PMC10039544.xml
Rhometa	36972309	PMC10079220	fulltexts/PMC10079220.xml
Immunolyser	36890882	PMC9988424	fulltexts/PMC9988424.xml
INSnet	36879189	PMC9990265	fulltexts/PMC9990265.xml
OutSingle	36945891	PMC10089674	fulltexts/PMC10089674.xml
VIsoQLR	36881176	PMC10060319	fulltexts/PMC10060319.xml
ResNetKhib	36880172	PMC10185920	fulltexts/PMC10185920.xml
lncHUB2	36869839	PMC9985331	fulltexts/PMC9985331.xml
Metheor	36940213	PMC10062925	fulltexts/PMC10062925.xml
JASPAR	34850907	PMC8728201	fulltexts/PMC8728201.xml
JASPAR	31701148	PMC7145627	fulltexts/PMC7145627.xml
JASPAR	29140473	PMC5753243	fulltexts/PMC5753243.xml
JASPAR	26531826	PMC4702842	fulltexts/PMC4702842.xml
JASPAR	24194598	PMC3965086	fulltexts/PMC3965086.xml
JASPAR	19906716	PMC2808906	fulltexts/PMC2808906.xml
JASPAR	18006571	PMC2238834	fulltexts/PMC2238834.xml
JASPAR	16381983	PMC1347477	fulltexts/PMC1347477.xml
ramr	34383893	PMC8696093	fulltexts/PMC8696093.xml
JASPAR RESTful API	34850907	PMC8728201	fulltexts/PMC8728201.xml
JASPAR RESTful API	29140473	PMC5753243	fulltexts/PMC5753243.xml
Sherlock	36771127	PMC9920390	fulltexts/PMC9920390.xml
DataHarmonizer	36748616	PMC9973856	fulltexts/PMC9973856.xml
DEVEA	36999088	PMC10043628	fulltexts/PMC10043628.xml
dbGaPCheckup	36869285	PMC9985192	fulltexts/PMC9985192.xml
directLFQ	37225017	PMC10315922	fulltexts/PMC10315922.xml
Scrooge	36961334	PMC10191611	fulltexts/PMC10191611.xml
PrismEXP	36874981	PMC9979837	fulltexts/PMC9979837.xml
BRINDA	36792034	PMC10202121	fulltexts/PMC10202121.xml
SYSVAC	36804216	PMC10015272	fulltexts/PMC10015272.xml
stratify-hip	36754375	PMC10460557	fulltexts/PMC10460557.xml
THINGS-data	36847339	PMC10038662	fulltexts/PMC10038662.xml
TelFinder	36847562	PMC10100673	fulltexts/PMC10100673.xml
iDIO	36807461	PMC10089090	fulltexts/PMC10089090.xml
DraculR	36833375	PMC9957079	fulltexts/PMC9957079.xml
JASPAR2018	29140473	PMC5753243	fulltexts/PMC5753243.xml
GSuite HyperBrowser	NA	PMC5493745	fulltexts/PMC5493745.xml
CHOPCHOP	31106371	PMC6602426	fulltexts/PMC6602426.xml
CHOPCHOP	27185894	PMC4987937	fulltexts/PMC4987937.xml
CHOPCHOP	24861617	PMC4086086	fulltexts/PMC4086086.xml
epialleleR	36074460	PMC9459895	fulltexts/PMC9459895.xml
WEBnma	25547242	PMC4339738	fulltexts/PMC4339738.xml
WEBnma	15762993	PMC1274249	fulltexts/PMC1274249.xml
CLAIRE	36821425	PMC9985174	fulltexts/PMC9985174.xml
PROST	36827259	PMC9992864	fulltexts/PMC9992864.xml
WEBnma3	NA	PMC4339738	fulltexts/PMC4339738.xml
WEBnma3	NA	PMC1274249	fulltexts/PMC1274249.xml
Genomic HyperBrowser	23632163	PMC3692097	fulltexts/PMC3692097.xml
The Genomic HyperBrowser	NA	PMC3046481	fulltexts/PMC3046481.xml
The Genomic HyperBrowser	NA	PMC2945788	fulltexts/PMC2945788.xml
The Genomic HyperBrowser	NA	PMC3315820	fulltexts/PMC3315820.xml
The Genomic HyperBrowser	NA	PMC3692097	fulltexts/PMC3692097.xml
baseLess	36818730	PMC9936955	fulltexts/PMC9936955.xml
FAIR-Checker	NA	PMC10315041	fulltexts/PMC10315041.xml
Salmobase	28651544	PMC5485693	fulltexts/PMC5485693.xml
Salmobase	27088604	PMC8127823	fulltexts/PMC8127823.xml
NeLS	30271575	PMC6137412	fulltexts/PMC6137412.xml
MirGeneDB	34850127	PMC8728216	fulltexts/PMC8728216.xml
MirGeneDB	31598695	PMC6943042	fulltexts/PMC6943042.xml
Oligogenic resource for variant analysis (ORVAL)	NA	PMC6602484	fulltexts/PMC6602484.xml
Digenic Diseases Database (DIDA)	26481352	PMC4702791	fulltexts/PMC4702791.xml
Variant Combination Pathogenicity Predictor (VarCoPP) 2.0	NA	PMC6575632	fulltexts/PMC6575632.xml
Variant Combination Pathogenicity Predictor (VarCoPP) 2.0	NA	PMC10152795	fulltexts/PMC10152795.xml
MS2Rescore	35803561	PMC9411678	fulltexts/PMC9411678.xml
MetaboDirect	36803638	PMC9936664	fulltexts/PMC9936664.xml
Wise2DBA (EBI)	NA	PMC9252731	fulltexts/PMC9252731.xml
nextstrain.org	NA	PMC6735699	fulltexts/PMC6735699.xml
nf-core-sarek	32269765	PMC7111497	fulltexts/PMC7111497.xml
OLIDA: OLIgogenic diseases DAtabase	35411390	PMC9216476	fulltexts/PMC9216476.xml
ResFinder	22782487	PMC3468078	fulltexts/PMC3468078.xml
Mousepost	36762471	PMC9976886	fulltexts/PMC9976886.xml
Training Infrastructure as a Service (TIaaS)	NA	PMC10316688	fulltexts/PMC10316688.xml
VETA	36061567	PMC9433717	fulltexts/PMC9433717.xml
JASS	NA	PMC6978790	fulltexts/PMC6978790.xml
RINspector	29028877	PMC5860209	fulltexts/PMC5860209.xml
RINspector	29946443	PMC5998007	fulltexts/PMC5998007.xml
sequana_coverage	30192951	PMC6275460	fulltexts/PMC6275460.xml
Bioservices	24064416	PMC3842755	fulltexts/PMC3842755.xml
MetExplore	29718355	PMC6030842	fulltexts/PMC6030842.xml
MetExplore	NA	PMC2896158	fulltexts/PMC2896158.xml
MetExplore	28968733	PMC5860210	fulltexts/PMC5860210.xml
Raptor	34337360	PMC8313605	fulltexts/PMC8313605.xml
SoluProtMutsupDB	36420168	PMC9678803	fulltexts/PMC9678803.xml
ColabFold	NA	PMC9184281	fulltexts/PMC9184281.xml
MultiDataSet	28095799	PMC5240259	fulltexts/PMC5240259.xml
rexposome	36411288	PMC9678903	fulltexts/PMC9678903.xml
omicRexposome	36411288	PMC9678903	fulltexts/PMC9678903.xml
Melting	22591039	PMC3733425	fulltexts/PMC3733425.xml
iPromoter-Seqvec	36192696	PMC9531353	fulltexts/PMC9531353.xml
BioTransformer	35536252	PMC9252798	fulltexts/PMC9252798.xml
Galaxy	NA	PMC4987906	fulltexts/PMC4987906.xml
Galaxy	NA	PMC9252830	fulltexts/PMC9252830.xml
Bgee	NA	PMC7778977	fulltexts/PMC7778977.xml
RRMScorer	36689472	PMC9894542	fulltexts/PMC9894542.xml
RVDB-prot	32983411	PMC7492780	fulltexts/PMC7492780.xml
Foldseek	NA	PMC10869269	fulltexts/PMC10869269.xml
epitope1D	37039696	PMC10199762	fulltexts/PMC10199762.xml
DGH-GO	37101154	PMC10134522	fulltexts/PMC10134522.xml
EPD	NA	PMC5210552	fulltexts/PMC5210552.xml
EPD	31680159	PMC7145694	fulltexts/PMC7145694.xml
myBrain-Seq	NA	PMC10135678	fulltexts/PMC10135678.xml
myBrain-Seq	NA	PMC9916039	fulltexts/PMC9916039.xml
PharmaGist	18424800	PMC2447755	fulltexts/PMC2447755.xml
DeepBIO	36796796	PMC10123094	fulltexts/PMC10123094.xml
msConvert	23051804	PMC3471674	fulltexts/PMC3471674.xml
SourceFinder	36377945	PMC9769690	fulltexts/PMC9769690.xml
Nutritional Phenotype Database (dbnp)	NA	PMC2935528	fulltexts/PMC2935528.xml
3D-BioInfo + BioExcel: Protein Conformational Ensembles Generation	31506435	PMC6736963	fulltexts/PMC6736963.xml
3D-BioInfo + BioExcel: Protein Conformational Ensembles Generation	32566135	PMC7284151	fulltexts/PMC7284151.xml
HIVoligoDB - The HIV oligonucleotide database	NA	PMC5502365	fulltexts/PMC5502365.xml
COVID19 Outbreak Simulator	34505002	PMC7928848	fulltexts/PMC7928848.xml
COVID19 Outbreak Simulator	34272225	PMC8290949	fulltexts/PMC8290949.xml
SoS Notebook	29790910	PMC6198852	fulltexts/PMC6198852.xml
PAQR	NA	PMC5875010	fulltexts/PMC5875010.xml
Flame	34356520	PMC8301326	fulltexts/PMC8301326.xml
HiFiAdapterFilt	35193521	PMC8864876	fulltexts/PMC8864876.xml
kmerAnalyzer	34122498	PMC8194296	fulltexts/PMC8194296.xml
MAESTRO	25885774	PMC4403899	fulltexts/PMC4403899.xml
open-cravat	32228266	PMC7113103	fulltexts/PMC7113103.xml
Watchdog	29534677	PMC5850912	fulltexts/PMC5850912.xml
Watchdog	32556167	PMC7298769	fulltexts/PMC7298769.xml
UMIc	34122513	PMC8193862	fulltexts/PMC8193862.xml
VariantSpark	32761098	PMC7407261	fulltexts/PMC7407261.xml
Beyondcell	34911571	PMC8675493	fulltexts/PMC8675493.xml
BioLQM	24321545	PMC3892043	fulltexts/PMC3892043.xml
COBRA.jl	28453682	PMC5408791	fulltexts/PMC5408791.xml
DFLpred	2730763	PMC4908364	fulltexts/PMC4908364.xml
bio_contrast_subgraph	36852877	PMC9972522	fulltexts/PMC9972522.xml
TAMPA	36852763	PMC9972184	fulltexts/PMC9972184.xml
start-asap	32134915	PMC7077848	fulltexts/PMC7077848.xml
Palo	35642896	PMC9272793	fulltexts/PMC9272793.xml
Brainstorm	21584256	PMC3090754	fulltexts/PMC3090754.xml
ROIforMSI	37039115	PMC10087011	fulltexts/PMC10087011.xml
SyMBac	36447211	PMC9710168	fulltexts/PMC9710168.xml
HTRX	37033465	PMC10074024	fulltexts/PMC10074024.xml
LoMA	36895025	PMC9996862	fulltexts/PMC9996862.xml
Neurodesk	36993557	PMC10055538	fulltexts/PMC10055538.xml
RetroRules	30321422	PMC6323975	fulltexts/PMC6323975.xml
Galaxy-SynBioCAD	36038542	PMC9424320	fulltexts/PMC9424320.xml
nRCFV_Reader	37046225	PMC10099917	fulltexts/PMC10099917.xml
SAINT-Angle	37092035	PMC10115468	fulltexts/PMC10115468.xml
scEvoNet	36879200	PMC9990205	fulltexts/PMC9990205.xml
SnakeMAGs	36875992	PMC9978240	fulltexts/PMC9978240.xml
SNO	37085483	PMC10121659	fulltexts/PMC10121659.xml
STrack	36939355	PMC10117057	fulltexts/PMC10117057.xml
SynergyFinder plus (SynergyFinder+)	NA	PMC5554616	fulltexts/PMC5554616.xml
Crossmapper	31392323	PMC7049214	fulltexts/PMC7049214.xml
EvolClust	31560365	PMC7703780	fulltexts/PMC7703780.xml
perSVade	35974382	PMC9380391	fulltexts/PMC9380391.xml
DDGun	31266447	PMC6606456	fulltexts/PMC6606456.xml
DDGun	35524565	PMC9252764	fulltexts/PMC9252764.xml
GraphBepi	37039829	PMC10126322	fulltexts/PMC10126322.xml
Foldcomp	36961332	PMC10085514	fulltexts/PMC10085514.xml
CoBeL-RL	36970657	PMC10033763	fulltexts/PMC10033763.xml
chiLife	37000838	PMC10096462	fulltexts/PMC10096462.xml
Biomappings	36916735	PMC10076045	fulltexts/PMC10076045.xml
AVA-Net	37069396	PMC10110614	fulltexts/PMC10110614.xml
PomBase	32353878	PMC7192550	fulltexts/PMC7192550.xml
PomBase	35100366	PMC9209812	fulltexts/PMC9209812.xml
scDHMap	36849204	PMC10069463	fulltexts/PMC10069463.xml
BridgeDb	20047655	PMC2824678	fulltexts/PMC2824678.xml
3D PHOVIS	32211292	PMC7082691	fulltexts/PMC7082691.xml
NRA-Tool	NA	PMC7714368	fulltexts/PMC7714368.xml
ADMETopt2	36941726	PMC10029263	fulltexts/PMC10029263.xml
BatCount	36928828	PMC10019661	fulltexts/PMC10019661.xml
BLEND	36685727	PMC9853099	fulltexts/PMC9853099.xml
CASBERT	36865672	PMC9971925	fulltexts/PMC9971925.xml
ChemWalker	36864626	PMC9991053	fulltexts/PMC9991053.xml
GBMdeconvoluteR	36689332	PMC10326489	fulltexts/PMC10326489.xml
GlyLES	36959676	PMC10035253	fulltexts/PMC10035253.xml
Grad-seq	NA	PMC10117718	fulltexts/PMC10117718.xml
kegg_pull	36870946	PMC9985241	fulltexts/PMC9985241.xml
PhysiCOOL	36949818	PMC10027115	fulltexts/PMC10027115.xml
PlantTribes	36798801	PMC9928214	fulltexts/PMC9928214.xml
plexDIA	36735898	PMC9992289	fulltexts/PMC9992289.xml
TCR_Explore	36814721	PMC9939424	fulltexts/PMC9939424.xml
JumpCount	36926862	PMC10100533	fulltexts/PMC10100533.xml
RiboDetector	NA	PMC9177968	fulltexts/PMC9177968.xml
aRgus	36789265	PMC9900257	fulltexts/PMC9900257.xml
ClonalTree	36849917	PMC9972711	fulltexts/PMC9972711.xml
COOBoostR	36676020	PMC9865194	fulltexts/PMC9865194.xml
DeepSelectNet	36709261	PMC9883605	fulltexts/PMC9883605.xml
EdgeAlign	36797269	PMC9935504	fulltexts/PMC9935504.xml
EMPIAR	36440762	PMC9825465	fulltexts/PMC9825465.xml
GENLIB	25971991	PMC4431039	fulltexts/PMC4431039.xml
GENLIB	36929931	PMC10049784	fulltexts/PMC10049784.xml
hgtseq	36498841	PMC9738810	fulltexts/PMC9738810.xml
IntestLine	36943334	PMC10081871	fulltexts/PMC10081871.xml
humann	NA	PMC8096432	fulltexts/PMC8096432.xml
IQuery	36882166	PMC10023220	fulltexts/PMC10023220.xml
LapTrack	36495181	PMC9825786	fulltexts/PMC9825786.xml
PALMO	36973282	PMC10041512	fulltexts/PMC10041512.xml
Peaksat	36698077	PMC9878872	fulltexts/PMC9878872.xml
PHANTASM	36938868	PMC10123096	fulltexts/PMC10123096.xml
StageWise	36949348	PMC10033618	fulltexts/PMC10033618.xml
TIVAN-indel	36707993	PMC9900211	fulltexts/PMC9900211.xml
Treenome Browser	36453872	PMC9805588	fulltexts/PMC9805588.xml
ViralVar	36560718	PMC9781208	fulltexts/PMC9781208.xml
XSMILES	36609340	PMC9817292	fulltexts/PMC9817292.xml
AHoJ: Apo Holo Protein Search	36282546	PMC9750100	fulltexts/PMC9750100.xml
bayroot	36632480	PMC9825830	fulltexts/PMC9825830.xml
Bio-Epidemiology-NER	36812589	PMC9931203	fulltexts/PMC9931203.xml
differentiable BTR	36599879	PMC9813222	fulltexts/PMC9813222.xml
DR-detector	36425113	PMC9681494	fulltexts/PMC9681494.xml
halodata	36912639	PMC10134880	fulltexts/PMC10134880.xml
HexSE	36846827	PMC9949996	fulltexts/PMC9949996.xml
IBRAP	36847692	PMC10025434	fulltexts/PMC10025434.xml
Image-seq	36424441	PMC9718684	fulltexts/PMC9718684.xml
MSstatsPTM	36496144	PMC9860394	fulltexts/PMC9860394.xml
NeMO Archive	36318260	PMC9825473	fulltexts/PMC9825473.xml
PhysiCell	29474446	PMC5841829	fulltexts/PMC5841829.xml
PhysiCell	31497314	PMC6690424	fulltexts/PMC6690424.xml
PhysiPKPD	36950142	PMC10027063	fulltexts/PMC10027063.xml
PICKLES	36350677	PMC9825567	fulltexts/PMC9825567.xml
RNAlight	36464487	PMC9851306	fulltexts/PMC9851306.xml
RosettaDDGPrediction	36461907	PMC9795540	fulltexts/PMC9795540.xml
SatelliteFinder	36869669	PMC10085698	fulltexts/PMC10085698.xml
seeker	36389425	PMC9648347	fulltexts/PMC9648347.xml
Seq2Neo	36232923	PMC9569519	fulltexts/PMC9569519.xml
SIMBSIG	36610707	PMC9825260	fulltexts/PMC9825260.xml
SpecVar	36525361	PMC9810332	fulltexts/PMC9810332.xml
Viroscope	36338106	PMC9634423	fulltexts/PMC9634423.xml
AcaFinder	36413017	PMC9765179	fulltexts/PMC9765179.xml
Aldy 4	36657977	PMC9977157	fulltexts/PMC9977157.xml
AlphaPulldown	36413069	PMC9805587	fulltexts/PMC9805587.xml
ARAX	36752514	PMC10027432	fulltexts/PMC10027432.xml
BuscoPhylo	36253435	PMC9576783	fulltexts/PMC9576783.xml
DEET	36694664	PMC9869326	fulltexts/PMC9869326.xml
Fast4DReg	36727532	PMC10022679	fulltexts/PMC10022679.xml
FAVOR	36350676	PMC9825437	fulltexts/PMC9825437.xml
Flnc	36287122	PMC9607125	fulltexts/PMC9607125.xml
LambdaPP	36454227	PMC9793974	fulltexts/PMC9793974.xml
Magnetique	36345035	PMC9641957	fulltexts/PMC9641957.xml
MARVEL	36631981	PMC10018366	fulltexts/PMC10018366.xml
node2vec+	36688699	PMC9891245	fulltexts/PMC9891245.xml
NORMAN-SLE	36284750	PMC9587084	fulltexts/PMC9587084.xml
PEMT	36322820	PMC9805556	fulltexts/PMC9805556.xml
PrioriTree	36592035	PMC9841403	fulltexts/PMC9841403.xml
promor	36922981	PMC10010602	fulltexts/PMC10010602.xml
ProtCAD	36300618	PMC9825537	fulltexts/PMC9825537.xml
RiboXYZ	36305870	PMC9825457	fulltexts/PMC9825457.xml
Sensbio	36855083	PMC9972687	fulltexts/PMC9972687.xml
Syntenet	36539202	PMC9825758	fulltexts/PMC9825758.xml
TSNAdb	36209954	PMC10626054	fulltexts/PMC10626054.xml
UFCG	36271795	PMC9825530	fulltexts/PMC9825530.xml
iSC MEB	36845201	PMC9945056	fulltexts/PMC9945056.xml
Isocompy	36732615	PMC9895077	fulltexts/PMC9895077.xml
ITDetect	36823555	PMC9951415	fulltexts/PMC9951415.xml
iVirus	36765102	PMC9723767	fulltexts/PMC9723767.xml
ixrd_simulator	36777138	PMC9901924	fulltexts/PMC9901924.xml
KEGG_Extractor	36833314	PMC9956942	fulltexts/PMC9956942.xml
KGCN_NFM	36771157	PMC9919258	fulltexts/PMC9919258.xml
KIP	36815050	PMC9939366	fulltexts/PMC9939366.xml
L3N	36814208	PMC9945744	fulltexts/PMC9945744.xml
LDA-DC	36823548	PMC9948385	fulltexts/PMC9948385.xml
LDmat	36794924	PMC9969815	fulltexts/PMC9969815.xml
LncCat	36824229	PMC9941877	fulltexts/PMC9941877.xml
LuxHMM	36810075	PMC9945676	fulltexts/PMC9945676.xml
M2REMAP	36805623	PMC9940625	fulltexts/PMC9940625.xml
iPRESTO	36758069	PMC9946207	fulltexts/PMC9946207.xml
ImmCellFie	NA	PMC9898792	fulltexts/PMC9898792.xml
HuCoPIA	36851706	PMC9962590	fulltexts/PMC9962590.xml
HIGH-PPI	36841846	PMC9968329	fulltexts/PMC9968329.xml
HIBLUP	36809800	PMC10164590	fulltexts/PMC10164590.xml
HGTphyloDetect	36752380	PMC10025432	fulltexts/PMC10025432.xml
haptools	36847450	PMC9991497	fulltexts/PMC9991497.xml
GReNaDIne	36833196	PMC9957546	fulltexts/PMC9957546.xml
GO bench	36786404	PMC10132473	fulltexts/PMC10132473.xml
GNN-SOM	36790067	PMC9991054	fulltexts/PMC9991054.xml
maxATAC	36719906	PMC9917285	fulltexts/PMC9917285.xml
MCA-UNet	36721640	PMC9884736	fulltexts/PMC9884736.xml
MDSuite	36774469	PMC9921696	fulltexts/PMC9921696.xml
MDTNet	36812612	PMC9931248	fulltexts/PMC9931248.xml
MetaboVariation	36837783	PMC9965648	fulltexts/PMC9965648.xml
MetaCortex	36722204	PMC9889960	fulltexts/PMC9889960.xml
MetaDOCK	36816658	PMC9933224	fulltexts/PMC9933224.xml
metformin	36781298	PMC9925373	fulltexts/PMC9925373.xml
MiMiCPy	36811959	PMC10015468	fulltexts/PMC10015468.xml
MNNMDA	36824227	PMC9941872	fulltexts/PMC9941872.xml
GAMBIT	36795668	PMC9934365	fulltexts/PMC9934365.xml
GACNNMDA	36732704	PMC9893988	fulltexts/PMC9893988.xml
G-RANK	36818727	PMC9927558	fulltexts/PMC9927558.xml
FungiExpresZ	36806894	PMC10025439	fulltexts/PMC10025439.xml
EPViz	36848345	PMC9970073	fulltexts/PMC9970073.xml
Epicosm	36847716	PMC10244036	fulltexts/PMC10244036.xml
ECTO	36823605	PMC9951428	fulltexts/PMC9951428.xml
ecmtool	36808187	PMC9982354	fulltexts/PMC9982354.xml
DynamicMC	36728190	PMC9940830	fulltexts/PMC9940830.xml
DrNote	36812581	PMC9931362	fulltexts/PMC9931362.xml
MPASS	36730456	PMC9894459	fulltexts/PMC9894459.xml
NanoModeler	36795071	PMC10018737	fulltexts/PMC10018737.xml
NanoSTR	36743210	PMC9889824	fulltexts/PMC9889824.xml
NIAPU	36727493	PMC9933847	fulltexts/PMC9933847.xml
NMRtist	36723167	PMC9913044	fulltexts/PMC9913044.xml
NSPA	36818729	PMC9927570	fulltexts/PMC9927570.xml
PALM	36744920	PMC9950853	fulltexts/PMC9950853.xml
PARP1pred	36814851	PMC9939779	fulltexts/PMC9939779.xml
Partea	36812603	PMC9931301	fulltexts/PMC9931301.xml
Patpat	36744907	PMC9933831	fulltexts/PMC9933831.xml
pdacR	36765128	PMC9918476	fulltexts/PMC9918476.xml
petiteFinder	36793007	PMC9930278	fulltexts/PMC9930278.xml
PFresGO	36794913	PMC9978587	fulltexts/PMC9978587.xml
PhageTailFinder	36755570	PMC9901426	fulltexts/PMC9901426.xml
pLMSNOSite	36755242	PMC9909867	fulltexts/PMC9909867.xml
PneumoKITy	36748701	PMC9837567	fulltexts/PMC9837567.xml
polishCLR	36792366	PMC9985148	fulltexts/PMC9985148.xml
PredAOT	36829107	PMC9951537	fulltexts/PMC9951537.xml
prolonged LOS	36750951	PMC9903472	fulltexts/PMC9903472.xml
PseU-ST	36741328	PMC9892456	fulltexts/PMC9892456.xml
PyVisualFields	36745440	PMC9910386	fulltexts/PMC9910386.xml
DRaW	36793010	PMC9931173	fulltexts/PMC9931173.xml
DNAsmart	36851917	PMC9957737	fulltexts/PMC9957737.xml
DISCO+QR	36789293	PMC9923442	fulltexts/PMC9923442.xml
DIMPLE	36829241	PMC9951526	fulltexts/PMC9951526.xml
DeepTP	36768540	PMC9917291	fulltexts/PMC9917291.xml
DeepPheWAS	36744935	PMC10070035	fulltexts/PMC10070035.xml
RALPS	36825815	PMC9978579	fulltexts/PMC9978579.xml
REPAC	36759904	PMC9912678	fulltexts/PMC9912678.xml
Rho	36735730	PMC9931155	fulltexts/PMC9931155.xml
RMechDB	36799778	PMC9976277	fulltexts/PMC9976277.xml
RNAsmc	36733704	PMC9876829	fulltexts/PMC9876829.xml
SAV-Pred	36768784	PMC9917004	fulltexts/PMC9917004.xml
scBGEDA	36734596	PMC9925104	fulltexts/PMC9925104.xml
DeepCas13	36765063	PMC9912244	fulltexts/PMC9912244.xml
DeepAD	36815006	PMC9939778	fulltexts/PMC9939778.xml
DCPHA	36759692	PMC9911775	fulltexts/PMC9911775.xml
DBDIpy	36786403	PMC9942549	fulltexts/PMC9942549.xml
DaTeR	36752504	PMC10075190	fulltexts/PMC10075190.xml
scGCL	36825817	PMC9991516	fulltexts/PMC9991516.xml
ShinyDataSHIELD	NA	PMC9908040	fulltexts/PMC9908040.xml
SINFONIA	36831270	PMC9954745	fulltexts/PMC9954745.xml
siVAE	36803416	PMC9940350	fulltexts/PMC9940350.xml
SMAP design	36718951	PMC10123101	fulltexts/PMC10123101.xml
Snekmer	36789294	PMC9913046	fulltexts/PMC9913046.xml
SpliceAI-visual	36765386	PMC9912651	fulltexts/PMC9912651.xml
SPLIT-PIN	36792719	PMC9931717	fulltexts/PMC9931717.xml
SPOKE	36759942	PMC9940622	fulltexts/PMC9940622.xml
SRNS	36776850	PMC9911108	fulltexts/PMC9911108.xml
StrainSelect	36814618	PMC9939595	fulltexts/PMC9939595.xml
TIES	36719676	PMC9930115	fulltexts/PMC9930115.xml
TINDL	36775056	PMC10787192	fulltexts/PMC10787192.xml
TorchDIVA	36800358	PMC9937462	fulltexts/PMC9937462.xml
TransAAP	36748555	PMC9973855	fulltexts/PMC9973855.xml
UniDoc	36734597	PMC9919455	fulltexts/PMC9919455.xml
ViralCC	36720887	PMC9889337	fulltexts/PMC9889337.xml
cvlr	36726731	PMC9887406	fulltexts/PMC9887406.xml
CTC-5	36747925	PMC9898658	fulltexts/PMC9898658.xml
CSM-Toxin	36839752	PMC9966851	fulltexts/PMC9966851.xml
cRNAsp12	36835231	PMC9959564	fulltexts/PMC9959564.xml
CRISPRcleanR	36814834	PMC9939378	fulltexts/PMC9939378.xml
COVIDScholar	36724184	PMC9891495	fulltexts/PMC9891495.xml
COVIC-DB	36763096	PMC9913043	fulltexts/PMC9913043.xml
CoV2-TCR	36741787	PMC9882952	fulltexts/PMC9882952.xml
ConanVarvar	36792982	PMC9930243	fulltexts/PMC9930243.xml
Metabolic Atlas	34282017	PMC8325244	fulltexts/PMC8325244.xml
Metabolic Atlas	36169223	PMC9825421	fulltexts/PMC9825421.xml
Metabolic Atlas	26209309	PMC4513696	fulltexts/PMC4513696.xml
Complet_plus	36785708	PMC9921987	fulltexts/PMC9921987.xml
ComMap	36804670	PMC9960907	fulltexts/PMC9960907.xml
CLAM	36760999	PMC9902936	fulltexts/PMC9902936.xml
Chemistry42	36728505	PMC9930109	fulltexts/PMC9930109.xml
CellPalmSeq	36760531	PMC9904442	fulltexts/PMC9904442.xml
CausNet	36788490	PMC9926787	fulltexts/PMC9926787.xml
Catsnap	36751910	PMC10952736	fulltexts/PMC10952736.xml
BipotentR	36745048	PMC9975674	fulltexts/PMC9975674.xml
BioPlex	28514442	PMC5531611	fulltexts/PMC5531611.xml
BioPlexPy	36794911	PMC9978581	fulltexts/PMC9978581.xml
