name	biotoolsID	pubmedid	pubmedcid	link	EDAM_topics
PyCreas	pycreas	37772078.0	PMC10523144	fulltexts/PMC10523144.xml	MRI, Cell biology, Endocrinology and metabolism
FrameD	framedna	37713474.0	PMC10563143	fulltexts/PMC10563143.xml	Gene expression, Probes and primers, Sequencing
ScribbleDom	scribbledom	37756699.0	PMC10564617	fulltexts/PMC10564617.xml	Machine learning, Transcriptomics, MRI
INTEGRATE-Circ	integrate_circ	37707537.0	PMC10516643	fulltexts/PMC10516643.xml	RNA-Seq, Gene transcripts, Gene expression, Biomarkers, Functional, regulatory and non-coding RNA
mbQTL	mbqtl	37707523.0	PMC10516520	fulltexts/PMC10516520.xml	Microbial ecology, Functional, regulatory and non-coding RNA, DNA polymorphism, Cell biology, Genotype and phenotype
BioNetGMMFit	bionetgmmfit	37736766.0	PMC10516955	fulltexts/PMC10516955.xml	Gene transcripts, Cell biology, Cytometry
ECL 3.0	ecl_3.0	37730532.0	PMC10510197	fulltexts/PMC10510197.xml	Proteomics experiment, Proteomics, Small molecules, Protein interaction experiment, Sequence analysis
ensemblQueryR	ensemblqueryr	37732134.0	PMC10507293	fulltexts/PMC10507293.xml	Mapping, Imaging, Computer science
pyPept	pypept	37700347.0	PMC10498622	fulltexts/PMC10498622.xml	Small molecules, Cheminformatics, Molecular biology, Workflows, Medicinal chemistry
CCPlotR	ccplotr	37767186.0	PMC10521630	fulltexts/PMC10521630.xml	Molecular interactions, pathways and networks, Gene expression
BioThings Explorer	biothings_explorer	37707514.0	PMC11015316	fulltexts/PMC11015316.xml	Workflows, Small molecules, Biomedical science
IREDFisher	iredfisher	37736118.0	PMC10510103	fulltexts/PMC10510103.xml	Enzymes, Workflows, Sequencing, Chemistry, Molecular modelling
DeepProSite	deepprosite	38015872.0	PMC10723037	fulltexts/PMC10723037.xml	Protein binding sites, Small molecules, Protein structure analysis
Interactive Tree Of Life (iTOL)	itol	27095192.0	PMC4987883	fulltexts/PMC4987883.xml	Phylogenetics, Metagenomics, Genomics
Interactive Tree Of Life (iTOL)	itol	21470960.0	PMC3125724	fulltexts/PMC3125724.xml	Phylogenetics, Metagenomics, Genomics
Interactive Tree Of Life (iTOL)	itol	30931475.0	PMC6602468	fulltexts/PMC6602468.xml	Phylogenetics, Metagenomics, Genomics
Graph2VR	graph2vr	38554132.0	PMC11184448	fulltexts/PMC11184448.xml	Data visualisation
SIREs	sires	20460462.0	PMC2896125	fulltexts/PMC2896125.xml	Structure prediction, Gene transcripts, Protein folds and structural domains, RNA, Transcription factors and regulatory sites
GeDiPNet	gedipnet		PMC10308100	fulltexts/PMC10308100.xml	Molecular interactions, pathways and networks
VarAFT	varaft		PMC6030844	fulltexts/PMC6030844.xml	Genetics, Genotype and phenotype, Medical informatics, Rare diseases
DESeq2	deseq2		PMC4302049	fulltexts/PMC4302049.xml	RNA-Seq
CDS-DB	cds-db	37889038.0	PMC10767794	fulltexts/PMC10767794.xml	Oncology, Transcriptomics, RNA-Seq, Drug discovery, Genomics
FLARE	flare_rna	37784060.0	PMC10544219	fulltexts/PMC10544219.xml	RNA-Seq, RNA, Workflows, Protein binding sites, RNA immunoprecipitation
Plant Resistance Genes database (prgdb)	prgdb	19906694.0	PMC2808903	fulltexts/PMC2808903.xml	Plant biology, Model organisms, Pathology, Zoology
KSFinder	ksfinder	37818330.0	PMC10561642	fulltexts/PMC10561642.xml	Machine learning, Natural language processing, Protein modifications, Epigenetics, Molecular interactions, pathways and networks
BacSeq	bacseq	37512941.0	PMC10385524	fulltexts/PMC10385524.xml	Whole genome sequencing, Sequence assembly, DNA polymorphism, Workflows, Microbiology
FASTdRNA	fastdrna	37521311.0	PMC10375421	fulltexts/PMC10375421.xml	RNA-Seq, Workflows, RNA, Gene expression
UNMF	unmf	37478378.0	PMC10516365	fulltexts/PMC10516365.xml	Metagenomics, Statistics and probability, Gene expression
Hostile	hostile	38039142.0	PMC10749771	fulltexts/PMC10749771.xml	Sequence assembly, Metagenomics, Human biology
AMEND	amend	37415126.0	PMC10324253	fulltexts/PMC10324253.xml	Proteomics, Protein interactions, Transcriptomics, RNA-Seq, Microarray experiment
MESSES	messes	37512549.0	PMC10386444	fulltexts/PMC10386444.xml	Metabolomics, NMR, Proteomics experiment
AutoRadiomics	autoradiomics	37492662.0	PMC10365084	fulltexts/PMC10365084.xml	Medical imaging, MRI, Machine learning, Workflows, Tomography
PyGellermann	pygellermann	37403146.0	PMC10320995	fulltexts/PMC10320995.xml	Zoology, Animal study, Laboratory techniques
BamQuery	bamquery	37582761.0	PMC10426134	fulltexts/PMC10426134.xml	Proteogenomics, Immunoproteins and antigens, Immunogenetics, Small molecules, RNA-Seq
CaeNDR	caendr	37855690.0	PMC10767927	fulltexts/PMC10767927.xml	GWAS study, Mapping, Quantitative genetics, Gene expression
SeQual-Stream	sequal-stream	37891497.0	PMC10612204	fulltexts/PMC10612204.xml	Sequencing, Mapping, DNA, Biotechnology
ReverseDock	reversedock	37881441.0	PMC10594994	fulltexts/PMC10594994.xml	Molecular modelling, Protein targeting and localisation, Small molecules, NMR
AlexandrusPS	alexandrusps	37831426.0	PMC10612477	fulltexts/PMC10612477.xml	Workflows, Phylogenetics, Computer science, Genomics
MegaLTR	megaltr	37810401.0	PMC10552921	fulltexts/PMC10552921.xml	Plant biology, Mobile genetic elements, Gene transcripts, Model organisms, Workflows
ARGem	argem	37811141.0	PMC10558085	fulltexts/PMC10558085.xml	Metagenomics, Workflows, Medicine, Mobile genetic elements
IMP	implantomics	37870445.0	PMC10767881	fulltexts/PMC10767881.xml	Plant biology, Endocrinology and metabolism, Complementary medicine, Synthetic biology, Molecular interactions, pathways and networks
TheMarker	themarker	37850638.0	PMC10767989	fulltexts/PMC10767989.xml	Biomarkers, Drug metabolism, Pharmacology, Safety sciences, Drug discovery
pangolin	pangolin_cov-lineages		PMC8344591	fulltexts/PMC8344591.xml	Virology
ScanNeo2	scanneo2	37882750.0	PMC10629934	fulltexts/PMC10629934.xml	Immunogenetics, Workflows, Oncology, Transcriptomics, RNA-Seq
HotSpot Wizard	hotspot_wizard		PMC6030891	fulltexts/PMC6030891.xml	Protein structure analysis, Sequence sites, features and motifs, Proteins
Co-Var	co-var	34285778.0	PMC8271121	fulltexts/PMC8271121.xml	Protein interactions, Small molecules, Evolutionary biology, Molecular evolution
H++	hplusplus	15980491.0	PMC1160225	fulltexts/PMC1160225.xml	Molecular dynamics, Molecular modelling, Structure prediction, Nucleic acid structure analysis, Small molecules
H++	hplusplus	22570416.0	PMC3394296	fulltexts/PMC3394296.xml	Molecular dynamics, Molecular modelling, Structure prediction, Nucleic acid structure analysis, Small molecules
physher	physher		PMC4222489	fulltexts/PMC4222489.xml	Phylogenetics
BioMaS (Bioinformatic analysis of Metagenomic amplicons)	biomas_bioinformatic_analysis_of_metagenomic_amplicons	26130132.0	PMC4486701	fulltexts/PMC4486701.xml	Omics
Boquila	boquila	37529166.0	PMC10387831	fulltexts/PMC10387831.xml	Sequencing, Genetic variation, Sequence assembly, Mapping, Gene expression
Cell-cell interaction database	ccidb	37566630.0	PMC10419333	fulltexts/PMC10419333.xml	Genotype and phenotype, Pathology, Data submission, annotation and curation, Cell biology, Molecular interactions, pathways and networks
PIgLET	piglet	37548401.0	PMC10484671	fulltexts/PMC10484671.xml	Genotype and phenotype, Genetic variation, Immunogenetics, Ontology and terminology, Immunoproteins and antigens
MS2Quant	ms2quant	37548594.0	PMC10448440	fulltexts/PMC10448440.xml	Proteomics experiment, Machine learning, Small molecules, Chemistry
Animal Metabolite Database	amdb	37887413.0	PMC10609207	fulltexts/PMC10609207.xml	Metabolomics, NMR, Small molecules, Zoology, Proteomics experiment
EXPANSION	expansion	37810457.0	PMC10560094	fulltexts/PMC10560094.xml	RNA splicing, Protein modifications, Oncology, Protein interactions, Gene transcripts
FusionNeoAntigen	fusionneoantigen	37870454.0	PMC10767944	fulltexts/PMC10767944.xml	Gene transcripts, Immunogenetics, Oncology, Small molecules, Epigenetics
SBILib	sbilib	37796837.0	PMC10589914	fulltexts/PMC10589914.xml	Protein secondary structure, RNA, DNA, Structure prediction, Nucleic acid structure analysis
SPIRE	spire	37897342.0	PMC10767986	fulltexts/PMC10767986.xml	Microbial ecology, Phylogeny, Metagenomics, Taxonomy, Mapping
ADCdb	adcdb	37831118.0	PMC10768060	fulltexts/PMC10768060.xml	Immunoproteins and antigens, Preclinical and clinical studies, Drug discovery
M2OR	m2or		PMC10767820	fulltexts/PMC10767820.xml	Biomedical science, Chemistry, Molecular biology
eRNAbase	ernabase	37889077.0	PMC10767853	fulltexts/PMC10767853.xml	Transcription factors and regulatory sites, Functional, regulatory and non-coding RNA, DNA polymorphism, Epigenetics, ChIP-seq
Mem-LZerD	mem-lzerd	37961264.0	PMC10634698	fulltexts/PMC10634698.xml	Molecular modelling, Membrane and lipoproteins, Protein folds and structural domains, Protein interactions, Sequence assembly
mHapBrowser	mhapbrowser	37831137.0	PMC10767976	fulltexts/PMC10767976.xml	Epigenetics, Methylated DNA immunoprecipitation, DNA, Gene expression
gcPathogen	gcpathogen	37850635.0	PMC10767814	fulltexts/PMC10767814.xml	Microbiology, Public health and epidemiology, Model organisms, Infectious disease, Mobile genetic elements
NetAllergen	netallergen	37901344.0	PMC10603389	fulltexts/PMC10603389.xml	Immunoproteins and antigens, Pathology, Small molecules
IRplus	irplus	37793175.0	PMC10581538	fulltexts/PMC10581538.xml	Phylogenetics, Molecular evolution, Plant biology, Cell biology
PhylteR	phylter	37879113.0	PMC10655845	fulltexts/PMC10655845.xml	Phylogenomics, Phylogeny, Structural variation, Gene expression
LncRNADisease	lncrnadisease	37819033.0	PMC10767967	fulltexts/PMC10767967.xml	Functional, regulatory and non-coding RNA, Pathology, Genotype and phenotype, Gene transcripts
CancerProteome	cancerproteome	37823596.0	PMC10767844	fulltexts/PMC10767844.xml	Oncology, Proteomics, Protein modifications, Sequence analysis, Proteomics experiment
SORC	sorc	37811897.0	PMC10768140	fulltexts/PMC10768140.xml	Oncology, Transcriptomics, Cell biology, Molecular interactions, pathways and networks, Immunoproteins and antigens
MiMed	mimed	37840574.0	PMC10576642	fulltexts/PMC10576642.xml	Microbial ecology, Machine learning, Metagenomics
NMPFamsDB	nmpfamsdb	37811892.0	PMC10767849	fulltexts/PMC10767849.xml	Metatranscriptomics, Metagenomics, Gene and protein families, Proteomics, Sequence analysis
OPUS-DSD	opus-dsd	37813988.0	PMC10630141	fulltexts/PMC10630141.xml	Imaging, Biophysics, Structural variation, Molecular modelling, Mathematics
scGRN	scgrn	37889053.0	PMC10767939	fulltexts/PMC10767939.xml	Transcription factors and regulatory sites, Molecular interactions, pathways and networks, Epigenomics, Transcriptomics, Functional, regulatory and non-coding RNA
MACC	macc	37897362.0	PMC10767829	fulltexts/PMC10767829.xml	Metabolomics, Small molecules, Enzymes, Physiology, Molecular interactions, pathways and networks
dbAPIS	dbapis	37889074.0	PMC10767833	fulltexts/PMC10767833.xml	Small molecules, Gene and protein families, Mobile genetic elements, Sequence sites, features and motifs, Literature and language
TargetGene	targetgene	37870478.0	PMC10767789	fulltexts/PMC10767789.xml	DNA polymorphism, GWAS study, Human genetics, Epigenomics, Gene expression
AnimalMetaOmics	animalmetaomics	37897361.0	PMC10768125	fulltexts/PMC10768125.xml	Microbial ecology, Metatranscriptomics, Proteomics, Metagenomics, Zoology
PharmGWAS	pharmgwas	37831083.0	PMC10767932	fulltexts/PMC10767932.xml	GWAS study, Pharmacology, Small molecules, Drug discovery, Transcription factors and regulatory sites
ESOMIR	esomir	37815872.0	PMC10563827	fulltexts/PMC10563827.xml	Functional, regulatory and non-coding RNA, Biomarkers, Oncology, Gene transcripts, Molecular interactions, pathways and networks
PHFinder	phfinder	37744223.0	PMC10516101	fulltexts/PMC10516101.xml	Cell biology, Sequencing, DNA polymorphism, Zoology
gRNA-SeqRET	grna_seqret	37720317.0	PMC10502169	fulltexts/PMC10502169.xml	Model organisms, Sequencing, Genotype and phenotype, Gene transcripts, Sequence assembly
EnsemPPIS	ensemppis	37771850.0	PMC10528219	fulltexts/PMC10528219.xml	Protein interactions, Protein interaction experiment, Protein folding, stability and design, Machine learning, Proteomics
eDAVE	edave	38022697.0	PMC10665591	fulltexts/PMC10665591.xml	Transcriptomics, Laboratory techniques, Medicine
COVIDep	covidep	32555466.0	PMC7299140	fulltexts/PMC7299140.xml	Sequence analysis, Data visualisation, Statistics and probability, Immunoinformatics, Machine learning
phippery	phippery	37740324.0	PMC10547927	fulltexts/PMC10547927.xml	Small molecules, Protein interaction experiment, Workflows
PredGPI	predgpi		PMC2571997	fulltexts/PMC2571997.xml	Protein secondary structure, Protein properties
DisLocate	dislocate	23368835.0	PMC3548674	fulltexts/PMC3548674.xml	Structure prediction, Protein secondary structure
SChloro	schloro	28172591.0	PMC5408801	fulltexts/PMC5408801.xml	Protein targeting and localisation, Plant biology
DeepSig	deepsig	29280997.0	PMC5946842	fulltexts/PMC5946842.xml	Computational biology, Protein sites, features and motifs, Protein properties
BetAware	betaware		PMC2776008	fulltexts/PMC2776008.xml	Structure prediction, Protein secondary structure
ASCARIS	ascaris	37822561.0	PMC10562615	fulltexts/PMC10562615.xml	Small molecules, Protein folds and structural domains, Machine learning, Genetic variation, Pathology
HHCDB	hhcdb	37897357.0	PMC10767959	fulltexts/PMC10767959.xml	Transcription factors and regulatory sites, Epigenetics, Transcriptomics, Gene transcripts, Model organisms
dsRID	dsrid	37871161.0	PMC10628436	fulltexts/PMC10628436.xml	RNA-Seq, Gene expression, Gene transcripts, Immunogenetics
UniTmp	unitmp	37870462.0	PMC10767979	fulltexts/PMC10767979.xml	Membrane and lipoproteins, Protein folds and structural domains, Protein structural motifs and surfaces, Proteomics, Sequence sites, features and motifs
plotnineSeqSuite	plotnineseqsuite	37789265.0	PMC10546746	fulltexts/PMC10546746.xml	Machine learning, Mapping
scQTLbase	scqtlbase	37791879.0	PMC10767909	fulltexts/PMC10767909.xml	GWAS study, Gene expression, DNA polymorphism, Genotype and phenotype
scHiCDiff	schicdiff	37847655.0	PMC10598576	fulltexts/PMC10598576.xml	RNA-Seq, DNA, Molecular interactions, pathways and networks
CanISO	caniso	37828501.0	PMC10571338	fulltexts/PMC10571338.xml	Transcriptomics, DNA polymorphism, RNA splicing, Exome sequencing, Oncology, Genomics
MINRbase	minrbase	37843123.0	PMC10767805	fulltexts/PMC10767805.xml	Functional, regulatory and non-coding RNA, Cell biology, Oncology, RNA-Seq, Gene expression
DeepCCI	deepcci	37740953.0	PMC10558043	fulltexts/PMC10558043.xml	RNA-Seq, RNA, Transcriptomics, Molecular interactions, pathways and networks, Machine learning
Tcbf	tcbf	37725346.0	PMC10539074	fulltexts/PMC10539074.xml	Mapping, Model organisms, Gene regulation, Structural variation, Plant biology
FunTaxIS-lite	funtaxis_lite	37672040.0	PMC10500080	fulltexts/PMC10500080.xml	Taxonomy, Ontology and terminology, Model organisms
BiocMAP	biocmap	37704947.0	PMC10498615	fulltexts/PMC10498615.xml	Methylated DNA immunoprecipitation, Workflows, Epigenetics, DNA, Psychiatry
pLM-BLAST	plm_blast	37725369.0	PMC10576641	fulltexts/PMC10576641.xml	Structure prediction, Bioinformatics, Proteins, Evolutionary biology
ePlatypus	eplatypus	37682115.0	PMC10518073	fulltexts/PMC10518073.xml	Immunoinformatics, Phylogenetics, Machine learning, Transcriptomics, Ecology
MuDCoD	mudcod	37740957.0	PMC10564618	fulltexts/PMC10564618.xml	RNA-Seq, Genotype and phenotype, Transcription factors and regulatory sites, RNA, Molecular interactions, pathways and networks
MAVEN	maven	37715141.0	PMC10502988	fulltexts/PMC10502988.xml	Transcriptomics, Molecular interactions, pathways and networks, Small molecules, Cheminformatics, Transcription factors and regulatory sites
FLIBase	flibase	37697439.0	PMC10767943	fulltexts/PMC10767943.xml	Oncology, Gene transcripts, RNA-Seq, Transcriptomics, Immunogenetics
dynamicLM	dynamiclm	37670428.0	PMC10749764	fulltexts/PMC10749764.xml	Personalised medicine, Pathology, Statistics and probability
CIRCUST	circust	37769026.0	PMC10564179	fulltexts/PMC10564179.xml	Biology, Molecular interactions, pathways and networks, Biobank
ABC-HuMi	abc_humi	37994699.0	PMC10767846	fulltexts/PMC10767846.xml	Microbial ecology, Metagenomics, Metabolomics, Small molecules, Sample collections
PC3T	pc3t	37758874.0	PMC10533498	fulltexts/PMC10533498.xml	Translational medicine, Transcription factors and regulatory sites, Small molecules, Lipids, Protein expression
EquiPNAS	equipnas	37745556.0	PMC10515942	fulltexts/PMC10515942.xml	Protein binding sites, Protein interactions, Machine learning, Nucleic acid sites, features and motifs, Small molecules
cfOmics	cfomics	37757861.0	PMC10767897	fulltexts/PMC10767897.xml	Metabolomics, Pathology, Oncology, Proteomics experiment, Proteomics
CRUSTY	crusty	37666818.0	PMC10477295	fulltexts/PMC10477295.xml	Cytometry, Immunology, Biomarkers, Data mining, Bioinformatics
TIPred	tipred	37735626.0	PMC10512532	fulltexts/PMC10512532.xml	Small molecules, Machine learning, Enzymes, Chemistry, Bioinformatics
SCAR	scar	37739405.0	PMC10767865	fulltexts/PMC10767865.xml	Oncology, Transcriptomics, Biomarkers, Metabolomics, Immunology
DGDTA	dgdta	37777712.0	PMC10543834	fulltexts/PMC10543834.xml	Small molecules, Drug discovery, Drug development, Biotherapeutics, Machine learning
RAVAR	ravar	37831073.0	PMC10767942	fulltexts/PMC10767942.xml	Biobank, GWAS study, DNA polymorphism, Genotype and phenotype, Plant biology
RgnTX	rgntx	37671241.0	PMC10475473	fulltexts/PMC10475473.xml	Transcriptomics, RNA splicing, RNA-Seq, Gene transcripts, Functional, regulatory and non-coding RNA
